Pking_Entrez_geneID	GO_IDs
111836905	GO:0034474
111836908	GO:0006351,GO:0006355,GO:0060021
111836909	GO:0001654,GO:0001743,GO:0007165,GO:0007257,GO:0007275,GO:0007368,GO:0009950,GO:0009953,GO:0016055,GO:0021797,GO:0021877,GO:0021999,GO:0030178,GO:0030900,GO:0030910,GO:0031101,GO:0046330,GO:0048048,GO:0055001,GO:0090090,GO:0090244
111836912	GO:0006397
111836914	GO:0006355
111836915	GO:0006508,GO:0006954,GO:0097374
111836916	GO:0014059,GO:0016079,GO:0016192,GO:0017156,GO:0048488,GO:0048791,GO:0071277
111836917	GO:0003009,GO:0006936,GO:0006937,GO:0045214,GO:0060048
111836918	GO:0006826,GO:0006879
111836919	GO:0007399,GO:0048812
111836921	GO:0006561,GO:0007420,GO:0008652,GO:0055114,GO:0055129
111836923	GO:0006351,GO:0006355
111836925	
111836926	GO:0000122,GO:0036353,GO:0045892,GO:0060819
111836928	GO:0032456
111836929	GO:0008152,GO:0055114
111836930	GO:0006811,GO:0006813,GO:0008045,GO:0034765,GO:0048666,GO:0051260,GO:0055085,GO:0071805
111836931	GO:0001836,GO:0008053,GO:0008630,GO:0042981,GO:0043065,GO:0043280,GO:0097192
111836934	GO:0007264,GO:0035023,GO:0048793
111836935	
111836936	GO:0006811,GO:0015991
111836938	GO:0045116,GO:0051443
111836939	GO:0000492,GO:0006351,GO:0006355,GO:0006364
111836940	GO:0005975,GO:0006044,GO:0006046,GO:0019262
111836941	
111836942	GO:0008150,GO:0035556
111836943	GO:0007005,GO:0007007
111836950	
111836951	GO:0007010,GO:0007411,GO:0007420,GO:0030516,GO:0031103,GO:0045664
111836952	
111836953	GO:0007165,GO:0007186
111836954	GO:0007507
111836955	GO:0007018
111836956	GO:0006468,GO:0016310
111836957	GO:0007155,GO:0007411,GO:0050767
111836958	
111836959	GO:0001649,GO:0007224,GO:0009954,GO:0010002,GO:0031290,GO:0043010,GO:0045879,GO:0048635
111836960	GO:0006412
111836961	GO:0006412,GO:0006413,GO:0009058
111836962	GO:0001649,GO:0007224,GO:0009954,GO:0010002,GO:0031290,GO:0043010,GO:0045879,GO:0048635
111836965	GO:0008150
111836966	GO:0007010
111836967	
111836968	
111836969	GO:0016192,GO:0045682
111836970	
111836971	GO:0000278,GO:0070262
111836975	
111836976	
111836978	GO:0001755,GO:0006801,GO:0048920,GO:0072593
111836981	GO:0006351,GO:0006355,GO:0007275,GO:0007399,GO:0030154,GO:0045664,GO:0090128
111836985	
111836986	
111836988	GO:0006281
111836989	
111836991	GO:0001525,GO:0050829,GO:0050830
111836993	
111836994	GO:0008150
111836995	GO:0008150
111836996	GO:0008150
111836999	GO:0019254
111837000	GO:0008150
111837001	GO:0032456
111837002	GO:0006355
111837004	GO:0007165,GO:0007186,GO:0007218
111837005	GO:0006355
111837006	GO:0001973,GO:0007165,GO:0007186
111837007	GO:0006750
111837008	
111837009	GO:0007165
111837010	GO:0009966
111837011	GO:0008152
111837012	GO:0006511
111837014	GO:0000724,GO:0002376,GO:0006203,GO:0006260,GO:0006281,GO:0006974,GO:0008152,GO:0016446,GO:0045087,GO:0045088,GO:0046061,GO:0051289,GO:0051607,GO:0060339,GO:0110025
111837015	GO:0001889,GO:0001947,GO:0006351,GO:0006355,GO:0030513,GO:0031016,GO:0048264,GO:0048565,GO:0048854,GO:0070206
111837016	
111837017	GO:0000045,GO:0000423,GO:0009267,GO:0043552
111837018	GO:0006351,GO:0006352,GO:0006355,GO:0006366,GO:0007275,GO:0009792,GO:0009880,GO:0030097,GO:0070898
111837019	GO:0008150
111837020	GO:0008150
111837021	
111837022	GO:0008150
111837023	GO:0008150
111837024	
111837028	GO:0001708,GO:0007275,GO:0008283,GO:0030154,GO:0031017
111837030	
111837032	GO:0007049,GO:0008283,GO:0051301,GO:0051310,GO:0070372
111837033	
111837034	
111837035	GO:0006468,GO:0007169,GO:0016310,GO:0030154,GO:0038083
111837036	
111837037	
111837039	GO:0006355
111837040	
111837041	GO:0008016,GO:0031101,GO:0036444,GO:0055085,GO:0098656
111837043	GO:0001578,GO:0007019
111837044	GO:0008150
111837045	GO:1990001
111837046	GO:0002028
111837047	
111837048	GO:0001837,GO:0006355,GO:0007369,GO:0008078,GO:0009953,GO:0042074
111837050	GO:0007166
111837052	GO:0016192,GO:0045010
111837054	GO:0006355
111837056	
111837057	GO:0007165,GO:0007186
111837058	GO:0016310,GO:0046488
111837059	GO:0001558
111837060	GO:0010038,GO:0010039,GO:0030001,GO:0035162,GO:0042541,GO:0046688
111837062	GO:0008150
111837064	GO:0000122,GO:0001889,GO:0006351,GO:0006355,GO:0007275,GO:0009755,GO:0030154,GO:0032526,GO:0033993,GO:0045944,GO:0048384,GO:0048732,GO:0060037,GO:0060349,GO:0060429,GO:0071300
111837065	GO:0006812
111837067	
111837068	
111837069	GO:0055085
111837070	GO:0006351,GO:0006355,GO:0006357,GO:0010725,GO:0045893,GO:0048798,GO:0071600,GO:1902882
111837071	
111837072	
111837073	
111837074	
111837075	GO:1901342
111837076	
111837077	GO:0043484
111837078	GO:0006306,GO:0010424,GO:0010468,GO:0032259,GO:0061484,GO:1902036
111837079	GO:0008152,GO:0009116,GO:0016310,GO:0044206,GO:0044211
111837080	GO:0008150
111837081	
111837083	
111837084	GO:0005975,GO:0009950,GO:0030166,GO:0030513,GO:0048840
111837085	GO:0000122
111837086	
111837087	
111837088	GO:0008152,GO:0019427
111837089	GO:0031110,GO:0035372,GO:0051225,GO:0070507,GO:1904825
111837090	
111837091	GO:0000122,GO:0006351,GO:0006355,GO:0007275,GO:0009755,GO:0030154,GO:0033993,GO:0042752,GO:0045944
111837092	GO:0006811,GO:0015689
111837093	
111837094	GO:0006260,GO:0006265,GO:0006338,GO:0007059
111837095	
111837096	
111837097	
111837098	GO:0006869,GO:0061817
111837099	GO:0006811,GO:0006812,GO:0006814,GO:0006885,GO:0051453,GO:0055085,GO:0071805
111837100	GO:0007420,GO:0010960
111837102	GO:0007224,GO:0048741,GO:0048747
111837103	GO:0045944
111837104	GO:0001525,GO:0002040,GO:0007010,GO:0007275,GO:0008360,GO:0016043,GO:0016477,GO:0030036,GO:0030041,GO:0046847
111837106	GO:0006351,GO:0045737,GO:0045944,GO:1901409
111837107	GO:0006000,GO:0006003,GO:0008152
111837108	GO:0043981,GO:0043982,GO:0043984
111837109	GO:0008150
111837110	
111837111	GO:0000724,GO:0002376,GO:0006203,GO:0006260,GO:0006281,GO:0006974,GO:0008152,GO:0016446,GO:0045087,GO:0045088,GO:0046061,GO:0051289,GO:0051607,GO:0060339,GO:0110025
111837113	GO:0006351,GO:0006355,GO:0007275,GO:0031101
111837114	GO:0001525,GO:0001570,GO:0006629,GO:0007165,GO:0008016,GO:0009395,GO:0016042,GO:0030851,GO:0031101,GO:0035477,GO:0035556,GO:0048844,GO:0060218
111837115	GO:0055085
111837116	GO:0030835,GO:0051017
111837117	
111837118	GO:0007010,GO:0048812,GO:0097320,GO:1900006
111837119	
111837120	GO:0016236
111837121	GO:0000028
111837122	GO:0071543,GO:1901907,GO:1901909,GO:1901911
111837123	GO:0000381,GO:0000387,GO:0000395,GO:0000398
111837124	
111837125	GO:0006355,GO:0048468
111837126	GO:0001946,GO:0006351,GO:0006355,GO:0009880,GO:0009952,GO:0021571,GO:0021572,GO:0021654,GO:0039021
111837128	GO:0007507,GO:0019752,GO:0042412
111837129	GO:0007165,GO:0042981
111837130	GO:0006355
111837131	
111837132	GO:0006351,GO:0006355,GO:0007275
111837133	GO:0001501,GO:0006351,GO:0006355,GO:0007275,GO:0009952,GO:0048704
111837134	GO:0006351,GO:0006355,GO:0007275,GO:1901492,GO:2001213
111837135	GO:0006351,GO:0006355,GO:0007275,GO:0009952
111837136	GO:0006351,GO:0006355,GO:0007275,GO:0031017,GO:0031018,GO:0035118
111837137	GO:0006351,GO:0006355,GO:0007275,GO:0009952
111837138	GO:0006351,GO:0006355,GO:0007275,GO:0009952,GO:0045944,GO:0048704
111837142	GO:0007275,GO:0016055,GO:0090263
111837143	
111837144	GO:0035987
111837145	GO:0006355,GO:0043484
111837146	GO:0007212,GO:0016197,GO:0048268
111837147	GO:0000244
111837148	GO:0007165,GO:0007186,GO:0007196,GO:0007216,GO:0051966
111837149	
111837150	GO:0006468,GO:0007169,GO:0016310,GO:0030154,GO:0038083
111837151	GO:0008150
111837152	
111837153	GO:0006508,GO:0016926
111837162	
111837163	
111837165	GO:0006506,GO:0008152
111837166	GO:0006605,GO:0006886,GO:0015031
111837168	
111837169	GO:0032367
111837170	GO:0050901
111837171	GO:0046900
111837172	
111837173	GO:0006836,GO:0015734
111837174	
111837177	
111837178	
111837180	GO:0006954,GO:0071222
111837181	
111837182	GO:0006468,GO:0016310,GO:0031018,GO:0051216,GO:1990798
111837183	GO:0006054
111837184	
111837185	GO:0007049,GO:0051301
111837186	GO:0007165,GO:0016322,GO:0050808
111837187	
111837188	GO:0003007,GO:0007368,GO:0055007
111837189	GO:0006915,GO:0006954,GO:0032088,GO:0042981,GO:0045087
111837190	
111837191	GO:0019369,GO:0055114
111837192	
111837193	
111837194	
111837195	GO:0006811,GO:0006820,GO:0015701,GO:0051453
111837196	GO:0007049,GO:0034551,GO:0051301,GO:0055114
111837197	
111837198	GO:0007166
111837199	
111837200	GO:0008150
111837201	GO:0007165,GO:0007264,GO:0015031
111837202	
111837203	
111837205	GO:0008150
111837207	
111837208	
111837213	
111837214	GO:0035556
111837215	
111837216	GO:0006909,GO:0045730
111837218	
111837220	
111837223	
111837227	
111837228	GO:0006412,GO:0032543,GO:0070681
111837229	GO:0009143
111837232	
111837233	GO:0006351,GO:0006355,GO:0007179,GO:0007275,GO:0009880,GO:0009953,GO:0030509,GO:0045892,GO:0061515
111837234	GO:0016567,GO:0035556,GO:0045732
111837235	GO:0006211,GO:0030097,GO:0030218,GO:0045944,GO:0060319,GO:0070989,GO:0080111,GO:0098508
111837236	GO:0035023,GO:0035556
111837237	
111837238	GO:0016180
111837239	GO:0006796
111837240	GO:0006955
111837241	GO:0015914
111837243	GO:0008150
111837244	GO:0007165,GO:0007186,GO:0007188,GO:0071880
111837245	GO:0006910,GO:0006911,GO:0006958,GO:0042742,GO:0045087,GO:0050853,GO:0050871
111837246	GO:0008150
111837247	GO:0032012
111837248	GO:0001947,GO:0003007,GO:0003142,GO:0003144,GO:0003342,GO:0003357,GO:0006351,GO:0006355,GO:0007275,GO:0010002,GO:0030859,GO:0030878,GO:0035051,GO:0035118,GO:0048485,GO:0048703,GO:0055007,GO:0060047,GO:0071908
111837251	
111837253	GO:0000398,GO:0043066,GO:0043518
111837254	GO:0014059,GO:0016079,GO:0016192,GO:0017156,GO:0048488,GO:0048791,GO:0071277
111837255	GO:0019290,GO:0042168,GO:0042541,GO:0043249,GO:0055072,GO:0055114
111837257	GO:0007165,GO:0007186
111837258	GO:0007369,GO:0035721,GO:0061512
111837260	GO:0007154
111837261	GO:0003231,GO:0006325,GO:0006338,GO:0043044,GO:0060041
111837262	GO:0006508
111837264	
111837265	GO:0033344,GO:0055085
111837266	GO:0070286
111837269	GO:0006351,GO:0006355,GO:0033555
111837270	
111837271	
111837272	GO:0006487,GO:0009311
111837274	
111837275	
111837276	GO:0006468,GO:0035556
111837277	GO:0006629,GO:0006694,GO:0008202,GO:0008610,GO:0016126,GO:0055114
111837278	
111837279	GO:0000278,GO:0000910,GO:0007088,GO:0051225,GO:0055113
111837281	GO:0003419,GO:0006355,GO:0006357,GO:0009653,GO:0030154,GO:0048703
111837282	GO:0007165,GO:0007186,GO:0007189,GO:0007190,GO:0009755
111837284	
111837285	GO:0007229
111837286	
111837288	GO:0006486
111837290	GO:0001889,GO:0007275,GO:0030178,GO:0048884,GO:0090090
111837291	GO:0000398,GO:0006397,GO:0008380,GO:0030490
111837293	
111837294	
111837295	GO:0006468,GO:0007169,GO:0016310,GO:0030154,GO:0038083
111837296	GO:0000070,GO:0007076
111837298	
111837299	GO:0007275,GO:0016055,GO:0035567,GO:0060070,GO:0090090
111837300	GO:0060536
111837303	GO:0001710,GO:0001889,GO:0007368,GO:0009950,GO:0009953,GO:0010862,GO:0021703,GO:0022008,GO:0030509,GO:0030513,GO:0030903,GO:0042074,GO:0042664,GO:0042981,GO:0043408,GO:0045168,GO:0048264,GO:0048468,GO:0048703,GO:0048752,GO:0055015,GO:0060030,GO:0060395,GO:0060876,GO:0061131,GO:0065003,GO:0090008
111837306	GO:0007165,GO:0007264,GO:0042127,GO:0043547
111837307	GO:0031936,GO:0045944
111837308	
111837309	GO:0022904,GO:0055114
111837310	GO:0000122,GO:0000413,GO:0006457,GO:0042026,GO:0043066,GO:0045070,GO:0050714,GO:0051881,GO:0061077,GO:0065003
111837311	
111837313	GO:0006955
111837314	GO:0007165,GO:0007186,GO:0008217,GO:0010155,GO:0042310,GO:0048484,GO:0051216
111837315	GO:0000209,GO:0006511,GO:0016567,GO:0032436
111837316	
111837317	GO:0008150
111837318	GO:0001568,GO:0061298
111837319	GO:0000209,GO:0030099,GO:0043161,GO:0060215
111837320	GO:0006310,GO:0007131,GO:0051321
111837322	GO:0001525,GO:0031641,GO:0031642,GO:0032006,GO:0045746
111837323	GO:0006355,GO:0006479,GO:0019919,GO:0032259,GO:0034969
111837324	GO:0008150
111837325	
111837326	
111837327	GO:0031175,GO:0051489
111837328	GO:0006886,GO:0050708
111837329	GO:0006468,GO:0006886,GO:0090630
111837330	GO:0006418
111837331	GO:0000103,GO:0050428
111837332	GO:0006686,GO:0030148,GO:0046513
111837333	GO:0000122,GO:0001568,GO:0001570,GO:0006355,GO:0030154,GO:0060840
111837334	GO:0006631,GO:0055114
111837335	GO:0006486
111837336	GO:0006338
111837337	GO:0001503,GO:0014032,GO:0045724,GO:0061036,GO:1903012,GO:1904888
111837338	
111837339	
111837340	GO:0001763,GO:0003262,GO:0007411,GO:0007414,GO:0021952,GO:0030517,GO:0033564
111837341	GO:0008152
111837342	GO:0007155,GO:0007409,GO:0048813,GO:0048854,GO:0051823,GO:0098609
111837343	
111837344	GO:0008284,GO:0009790,GO:0048008
111837346	GO:0006468,GO:0006972,GO:0016310,GO:0035556,GO:0046777
111837347	GO:0006182,GO:0009190,GO:0035556,GO:0090594
111837348	GO:0006182,GO:0009190,GO:0019934,GO:0035556,GO:0099555
111837349	GO:0006886,GO:0006888,GO:0045056,GO:0048211,GO:0048280,GO:0061025
111837350	GO:0000045,GO:0007030,GO:0031468,GO:0043161,GO:0061025
111837351	
111837352	GO:0008150
111837353	GO:0008150
111837354	GO:0001654,GO:0002088,GO:0007275,GO:0043010,GO:0048048,GO:0048701,GO:0060041
111837355	GO:0006412,GO:0043009
111837356	GO:0006811
111837357	GO:0006508,GO:0006518,GO:0016485,GO:0030070
111837358	GO:0001522,GO:0042254
111837359	GO:0006166,GO:0009116,GO:0019509
111837360	GO:0000122,GO:0006357,GO:0007275,GO:0030514,GO:0045892,GO:0045944,GO:1900108
111837362	GO:0006099,GO:0006104,GO:0006105,GO:0008152,GO:0009142
111837363	GO:0000422,GO:0006914,GO:0010259,GO:0010506
111837364	
111837365	GO:0034063
111837368	GO:0008150
111837370	
111837371	GO:0006811,GO:0055085
111837372	GO:0006182,GO:0006468,GO:0007165,GO:0007168,GO:0009190,GO:0035556
111837373	GO:0008150
111837375	GO:0003171,GO:0060347
111837376	GO:0001755,GO:0001756,GO:0006355,GO:0006357,GO:0010628,GO:0016055,GO:0021854,GO:0021879,GO:0021979,GO:0022008,GO:0031101,GO:0033278,GO:0033333,GO:0033334,GO:0033336,GO:0033339,GO:0048747,GO:0048916,GO:0048919,GO:0048922,GO:0050769,GO:0060070,GO:0060784,GO:1900052
111837377	GO:0048066
111837378	GO:0007165
111837379	GO:0008150
111837380	
111837381	GO:0006569,GO:0019441,GO:0019442,GO:0051289,GO:0055114
111837382	GO:0006811,GO:0006821,GO:0007165,GO:0007218,GO:0007268,GO:0034220,GO:0042391,GO:0043200,GO:0050877,GO:0060012,GO:1902476
111837383	
111837384	
111837385	GO:0001822,GO:0001946,GO:0001947,GO:0003143,GO:0003146,GO:0003171,GO:0006811,GO:0006813,GO:0006816,GO:0007368,GO:0007507,GO:0009953,GO:0010882,GO:0032965,GO:0034765,GO:0048793,GO:0050982,GO:0051284,GO:0061371,GO:0070121,GO:0070588,GO:0071277,GO:0071805,GO:0072019,GO:0072114,GO:0097704
111837387	GO:0001889,GO:0006470,GO:0007420,GO:0007507,GO:0031016,GO:0043066,GO:0048565
111837388	GO:0006811,GO:0034220
111837389	
111837390	GO:0008150
111837391	GO:0006397,GO:0008380,GO:0030217
111837392	GO:0008543
111837393	
111837394	GO:0008150
111837395	GO:0001568,GO:0001707,GO:0001885,GO:0006508,GO:0007275,GO:0009953,GO:0030513,GO:0035124,GO:0035162,GO:0036342,GO:0048264
111837398	GO:0008150
111837399	GO:0001525,GO:0001570,GO:0007275,GO:0007369,GO:0007507,GO:0007509,GO:0007512,GO:0030154,GO:0035050,GO:0035479,GO:0035987,GO:0042074,GO:0043009,GO:0045766,GO:0045823,GO:0060183,GO:0060976,GO:0070374,GO:0090133,GO:0090134,GO:1901165,GO:1903589
111837400	
111837401	
111837402	GO:0006886,GO:0090630
111837403	
111837404	GO:0006644,GO:0016042,GO:0050482
111837405	GO:0006351,GO:0006355,GO:0007420,GO:0007507
111837406	GO:0030097,GO:0046208,GO:0055114
111837407	GO:0006839,GO:0009409,GO:0071391,GO:1990542,GO:1990845
111837408	GO:0043547
111837409	
111837411	
111837412	
111837413	GO:0010468
111837414	
111837415	GO:0006508
111837416	GO:0006897
111837418	
111837419	GO:0006559,GO:0006729
111837420	
111837421	GO:0009968,GO:0033333,GO:0045879,GO:0048635
111837422	
111837423	GO:0006508,GO:0019538
111837424	GO:0006351,GO:0006355
111837425	GO:0051301,GO:0051988
111837426	GO:0006412,GO:0006413,GO:0044237
111837427	GO:0006511,GO:0016579
111837428	GO:0000054,GO:0006413,GO:0006415
111837431	
111837432	GO:0007596,GO:0030168,GO:0051258,GO:0072378
111837433	GO:0042572
111837434	GO:0008150
111837436	GO:0007165,GO:0007186
111837437	GO:0007165,GO:0007186
111837438	
111837441	GO:0034219
111837442	
111837443	GO:0006886,GO:0007165,GO:0015031,GO:1990126
111837445	GO:0006811,GO:0006816,GO:0007015,GO:0008016,GO:0019722,GO:0032024,GO:0036444,GO:0042593,GO:0043009,GO:0051259,GO:0051560,GO:0051561,GO:0060027,GO:0070588
111837446	GO:0000398,GO:0001510,GO:0007283,GO:0019827,GO:0021861,GO:0030154,GO:0061157,GO:0080009
111837452	GO:0016567,GO:0035556
111837453	GO:0010468,GO:0030154,GO:0030501,GO:0033689,GO:0045669,GO:1903363
111837454	
111837455	GO:0003429
111837456	GO:0006355
111837457	
111837458	GO:0008150
111837459	
111837460	GO:0030030
111837462	GO:0007275,GO:0007368,GO:0016310,GO:0032402,GO:0032958,GO:0052746,GO:0060287
111837464	GO:0008033
111837465	
111837466	GO:0002181,GO:0006412
111837467	GO:0000350,GO:0000389
111837468	GO:0007049,GO:0007052,GO:0007507,GO:0045132,GO:0051301,GO:0051315,GO:0051383
111837469	GO:0006468,GO:0006915,GO:0007010,GO:0016310
111837470	GO:0030154,GO:0070836
111837471	
111837472	
111837473	
111837474	GO:0007268,GO:0007528,GO:0070588,GO:1901385
111837475	
111837476	GO:0003009,GO:0003231,GO:0006937,GO:0014823,GO:0060048
111837477	GO:0000165,GO:0000186,GO:0006468,GO:0007165,GO:0007507,GO:0016310,GO:0035556
111837478	
111837479	GO:0010862,GO:0030509,GO:0042981,GO:0043408,GO:0048468,GO:0060395
111837480	
111837481	
111837482	
111837483	GO:0000737,GO:0006308
111837485	
111837486	GO:0006811,GO:0006820,GO:0015701,GO:0051453
111837487	GO:0006000,GO:0006003,GO:0008152,GO:0016310
111837489	GO:0006508
111837490	GO:0006334,GO:0006355,GO:0016584,GO:0030261,GO:0031936,GO:0045910
111837491	GO:0007154,GO:0008152
111837492	GO:0006886,GO:0008333,GO:0016197,GO:0032482,GO:0090385
111837493	GO:0030041,GO:0030833,GO:0034314
111837494	GO:0051260
111837495	GO:0007015,GO:0007264,GO:0007266,GO:0008360,GO:0030334,GO:0030950,GO:0032956,GO:0051017
111837496	GO:0006811,GO:0006813,GO:0034765,GO:0051260,GO:0055085,GO:0071805
111837497	GO:0007165,GO:0007186,GO:0007187,GO:0007268,GO:0043114,GO:0045907,GO:0048245
111837498	GO:0006936
111837499	GO:0001973,GO:0007165,GO:0007186
111837501	
111837502	GO:0007155,GO:1901492
111837503	GO:0044255,GO:0045600
111837504	GO:0007596,GO:0007599,GO:0008152,GO:0030194,GO:0046130
111837505	
111837506	GO:0006468,GO:0032780,GO:0042391,GO:0043271
111837507	GO:0008152,GO:0043473
111837508	GO:0007252,GO:0016310,GO:0043123
111837509	GO:0001887,GO:0016260,GO:0016310,GO:0070329
111837510	GO:0007186,GO:0007187,GO:0007268
111837511	GO:0007186,GO:0007187,GO:0007268
111837512	GO:0007186,GO:0007187,GO:0007268
111837515	GO:0006351,GO:0006355,GO:0007275,GO:0007399,GO:0016567,GO:0030154
111837516	GO:0000077
111837517	
111837518	
111837519	
111837520	GO:0006836
111837521	GO:0006836
111837522	GO:0007269
111837523	GO:0009725,GO:0010033,GO:0010951,GO:0034097,GO:0051045
111837524	GO:0002253,GO:0002376,GO:0007165,GO:0045087
111837525	GO:0008150
111837526	
111837527	GO:0007165,GO:0030336
111837528	
111837529	GO:0008150
111837530	GO:0006886,GO:0006890,GO:0006893,GO:0016192
111837531	GO:0000045,GO:0000423,GO:0006914,GO:0007507
111837532	GO:0006355,GO:0035329
111837533	GO:0043009
111837534	GO:0006811,GO:0006816,GO:0006874,GO:0030182,GO:0051480,GO:0070588
111837535	GO:0006260,GO:0006269,GO:0006351
111837536	GO:0015031,GO:0030239,GO:0060216
111837537	
111837538	
111837539	
111837540	GO:0034080
111837541	
111837542	GO:0000122,GO:0006351,GO:0006355,GO:0006631,GO:0007275,GO:0009755,GO:0010887,GO:0019216,GO:0030154,GO:0033993,GO:0045892,GO:0045944,GO:0048511,GO:0070328
111837543	GO:0046474
111837544	GO:0006886,GO:0006888,GO:0032482
111837545	GO:0006468,GO:0006915,GO:0007165,GO:0016310,GO:0023014,GO:0031098,GO:0032147,GO:0035329,GO:0043010
111837546	GO:0001992,GO:0007165,GO:0007186,GO:0032870,GO:0045907
111837549	GO:0006412,GO:0006418,GO:0006428,GO:1903670
111837550	GO:0007227,GO:0016310,GO:0032958,GO:0045880
111837552	GO:0008150,GO:0008285,GO:0045930
111837554	
111837555	GO:0006470,GO:0016311
111837556	GO:0002088,GO:0006833,GO:0055085
111837559	GO:0007155,GO:0016477,GO:0033627,GO:0036445,GO:0042060,GO:0043149,GO:0055113
111837561	GO:0006351,GO:0006355,GO:0007165
111837565	GO:0061512,GO:0097500,GO:1903546
111837569	GO:0006281,GO:0006302,GO:0006303,GO:0006325,GO:0006511,GO:0006974,GO:0007286,GO:0010212,GO:0016567,GO:0033522,GO:0033523,GO:0034244,GO:0043486,GO:0045190,GO:0045739,GO:0070535,GO:0070936
111837570	GO:0006778,GO:0006782,GO:0006783,GO:0008152,GO:0009058,GO:0033014
111837571	
111837572	GO:0006171,GO:0007189,GO:0009190,GO:0022011,GO:0035556
111837573	GO:0005975,GO:0006006,GO:0006098,GO:0055114,GO:0090504
111837574	
111837575	GO:0006457,GO:0051131
111837576	GO:0006616,GO:0006620,GO:0007275,GO:0015031,GO:0021986,GO:0039019
111837577	GO:0006629,GO:0008654,GO:0016024,GO:0032049
111837578	GO:0006508
111837579	GO:0000054,GO:0006412,GO:0006413,GO:0042254,GO:0042256,GO:1902626
111837580	GO:0000045,GO:0000422,GO:0006914,GO:0006995
111837582	GO:0015991
111837583	GO:0008150
111837584	GO:0006412
111837585	
111837586	GO:0015031,GO:0022417,GO:0045041,GO:0051084,GO:0055114
111837587	GO:0003341,GO:0007018
111837588	GO:0006468,GO:0016310,GO:0018105,GO:0035556
111837590	
111837591	GO:0000379,GO:0006388,GO:0008033
111837592	
111837593	
111837595	GO:0046856,GO:0090024
111837596	
111837597	
111837598	GO:0007186,GO:0035025,GO:0051482
111837599	GO:0006974,GO:0060042,GO:1902254
111837600	GO:0006355,GO:0021520
111837601	GO:0032012
111837602	GO:0001556,GO:0007283,GO:0007530,GO:0008585,GO:0009755,GO:0030728
111837603	GO:0009060,GO:0033617
111837604	GO:0006629,GO:0046475
111837605	GO:0019221
111837606	GO:0009411,GO:0042981,GO:1902262
111837608	GO:0007010,GO:0016477,GO:0016567,GO:0016579,GO:0030177,GO:0035523,GO:0071947,GO:1904888,GO:1990168
111837609	
111837610	GO:0019221
111837611	GO:0007154,GO:0048839
111837612	GO:0032259
111837613	GO:0000082,GO:0006468,GO:0018105,GO:0035329,GO:0035556,GO:0043065,GO:0046620,GO:0060027
111837614	GO:0000278,GO:0007049,GO:0007059,GO:0031110,GO:0051301
111837615	
111837616	GO:0006351,GO:0006355
111837617	GO:0006611,GO:0015031
111837618	GO:0000132,GO:0001822,GO:0003351,GO:0007368,GO:0007369,GO:0042073,GO:0042462,GO:0045494,GO:0045880,GO:0060122,GO:0060271,GO:0060785,GO:0071482,GO:0072019,GO:1905515
111837622	GO:0006412,GO:0006418,GO:0006424,GO:0043039
111837623	GO:0007224,GO:0007275,GO:0007519,GO:0008015,GO:0009887,GO:0009952,GO:0021984,GO:0031290,GO:0042694,GO:0048701,GO:0048839
111837624	GO:0045944
111837625	GO:0006351,GO:0006355
111837626	GO:0006811,GO:0060079,GO:0060291
111837627	GO:0045944
111837628	
111837630	GO:0035556,GO:0042981
111837631	
111837632	GO:0055114
111837633	
111837634	GO:0006468,GO:0007507,GO:0009948,GO:0023014,GO:0031098,GO:0032147
111837635	
111837636	
111837637	GO:0007165,GO:0007166,GO:0007186
111837638	
111837640	
111837641	
111837643	
111837644	
111837645	GO:0015031,GO:0042147
111837646	GO:0045048
111837647	GO:0006998,GO:0090286
111837648	
111837649	GO:0007186,GO:0007626,GO:0010976,GO:0042593,GO:0043123,GO:0050729,GO:0060907,GO:0090263
111837650	
111837651	
111837652	
111837653	
111837657	
111837658	
111837659	
111837660	
111837661	
111837662	GO:0006351,GO:0006355,GO:0007507
111837663	GO:0001522,GO:0006396,GO:0006400,GO:0009451,GO:1990481
111837664	
111837665	GO:0007010,GO:0030032
111837666	GO:0006886,GO:0010807,GO:0035249,GO:0035494,GO:0045494
111837667	GO:0008150
111837668	GO:0055113
111837669	GO:0007010,GO:0030032
111837670	GO:0008150
111837671	GO:0006417,GO:0032543
111837672	GO:0006351,GO:0006355,GO:0030097,GO:0030182,GO:0045893
111837673	
111837674	GO:0001947,GO:0003140,GO:0003143,GO:0003160,GO:0006355,GO:0007368,GO:0014028,GO:0021508,GO:0021982,GO:0030325,GO:0030903,GO:0032835,GO:0033504,GO:0035050,GO:0035775,GO:0048066,GO:0048319,GO:0048327,GO:0048331,GO:0060034,GO:0061053,GO:0061371,GO:2000223
111837675	GO:0006468,GO:0018105,GO:0035556
111837677	
111837678	GO:0000086,GO:0006470,GO:0009794,GO:0010389,GO:0010971,GO:0045931,GO:0110032,GO:1902751
111837679	
111837680	GO:0006355,GO:0043049
111837683	GO:0008150,GO:0060548
111837684	GO:0007399
111837685	GO:0007519,GO:0045638,GO:0048738,GO:0060215,GO:0060216
111837686	GO:0007212,GO:0016197,GO:0048268
111837687	GO:0032543
111837689	
111837690	
111837691	
111837693	GO:0006986,GO:0016567
111837694	GO:0006606,GO:0016055,GO:0031101,GO:0048675,GO:0090263
111837695	GO:0003407,GO:0006398,GO:0031290,GO:0046530,GO:0051028
